               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.027605,            0.018589,           0.0033952,             0.87131,             0.82575,             0.88162,              0.5636,            0.029065,            0.016473,            0.015627,             0.00472,             0.00472,             0.00472
                  82,            0.027224,            0.017227,           0.0031334,              0.8799,             0.81585,             0.87829,              0.5678,            0.028295,            0.017226,            0.015944,            0.004654,            0.004654,            0.004654
                  83,            0.028402,            0.018815,           0.0033323,             0.84842,             0.84451,             0.88499,             0.56634,            0.028211,            0.017242,            0.016319,            0.004588,            0.004588,            0.004588
                  84,            0.026994,             0.01814,           0.0031882,             0.87626,             0.81933,             0.87895,             0.55498,            0.028331,            0.017106,            0.013051,            0.004522,            0.004522,            0.004522
                  85,             0.02658,              0.0169,           0.0030807,             0.86398,             0.85358,             0.88863,             0.57575,            0.028296,            0.017247,            0.011622,            0.004456,            0.004456,            0.004456
                  86,            0.027385,            0.017594,           0.0030888,             0.87228,             0.81944,             0.87355,             0.56466,            0.029555,            0.018896,            0.012075,             0.00439,             0.00439,             0.00439
                  87,            0.026971,            0.016914,           0.0029866,             0.88152,             0.80076,             0.87823,             0.55791,            0.029651,            0.018406,            0.013069,            0.004324,            0.004324,            0.004324
                  88,            0.026728,            0.017223,           0.0031897,              0.8757,             0.82492,             0.88345,             0.56867,            0.028532,            0.018406,            0.013146,            0.004258,            0.004258,            0.004258
                  89,            0.027473,            0.017352,           0.0033465,             0.91797,             0.82269,              0.8983,             0.57579,            0.028426,            0.017073,           0.0092513,            0.004192,            0.004192,            0.004192
                  90,            0.026595,            0.017708,           0.0029062,             0.88423,             0.84528,             0.90426,             0.58374,            0.027512,            0.016206,             0.01147,            0.004126,            0.004126,            0.004126
                  91,             0.02693,            0.016557,            0.003051,             0.86605,             0.81988,             0.88024,             0.55564,            0.029037,            0.017691,            0.011918,             0.00406,             0.00406,             0.00406
                  92,            0.026186,            0.016859,           0.0027327,             0.85252,             0.83524,             0.87396,             0.54495,            0.029834,            0.017354,            0.012487,            0.003994,            0.003994,            0.003994
                  93,            0.025916,             0.01634,           0.0031349,             0.84849,             0.84305,             0.87747,             0.55938,            0.029287,             0.01734,            0.011181,            0.003928,            0.003928,            0.003928
                  94,            0.025891,            0.016267,           0.0023203,             0.86199,             0.82661,             0.87616,             0.56144,            0.028846,            0.017461,            0.011152,            0.003862,            0.003862,            0.003862
