               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,             0.03024,            0.020807,            0.017601,             0.85287,             0.77031,             0.83521,             0.47017,            0.034627,            0.023662,            0.021548,            0.003268,            0.003268,            0.003268
                  70,            0.030279,            0.020953,            0.017638,             0.87003,             0.76338,             0.84411,             0.47806,            0.034588,            0.022903,            0.021063,            0.003169,            0.003169,            0.003169
                  71,            0.030583,            0.021395,            0.017656,               0.857,             0.77061,             0.83876,             0.46867,            0.035219,            0.023314,            0.021348,             0.00307,             0.00307,             0.00307
                  72,              0.0297,            0.021036,            0.017511,             0.87158,             0.74494,             0.83174,             0.46987,            0.034381,            0.023017,            0.022395,            0.002971,            0.002971,            0.002971
                  73,              0.0303,            0.020689,            0.017638,             0.85706,             0.75974,             0.83565,              0.4698,            0.034789,            0.023345,            0.020923,            0.002872,            0.002872,            0.002872
                  74,            0.030541,            0.020992,             0.01767,             0.85092,             0.77278,               0.832,             0.47533,            0.034191,            0.023247,            0.021145,            0.002773,            0.002773,            0.002773
                  75,            0.029269,            0.019835,              0.0174,             0.84455,             0.76455,              0.8351,             0.47488,            0.034794,            0.023409,            0.021597,            0.002674,            0.002674,            0.002674
                  76,            0.030036,            0.020549,            0.017526,             0.85106,             0.75795,             0.83179,             0.47439,            0.035069,            0.023828,            0.021752,            0.002575,            0.002575,            0.002575
                  77,            0.029482,            0.020391,             0.01742,             0.86061,             0.76595,             0.83656,             0.47622,            0.034856,            0.023184,            0.021466,            0.002476,            0.002476,            0.002476
                  78,            0.029384,            0.020357,            0.017435,             0.86911,             0.75944,              0.8382,             0.47338,            0.034293,            0.022819,            0.021581,            0.002377,            0.002377,            0.002377
                  79,              0.0292,            0.020338,            0.017394,             0.89066,             0.74505,              0.8312,             0.46925,            0.034862,            0.023583,            0.021065,            0.002278,            0.002278,            0.002278
                  80,            0.028849,            0.020083,            0.017282,             0.84955,              0.7683,             0.83632,             0.47686,            0.034493,            0.023554,            0.021497,            0.002179,            0.002179,            0.002179
                  81,            0.029286,            0.020507,            0.017409,             0.84729,             0.76606,             0.83945,             0.48106,            0.034055,            0.023624,             0.02133,             0.00208,             0.00208,             0.00208
                  82,             0.02923,            0.020719,            0.017375,             0.88256,             0.75005,             0.83745,             0.48253,            0.033839,            0.023315,            0.021665,            0.001981,            0.001981,            0.001981
                  83,            0.029373,            0.020201,            0.017459,             0.86114,             0.77494,             0.84309,             0.47808,            0.034098,            0.022924,            0.021725,            0.001882,            0.001882,            0.001882
                  84,            0.028892,            0.020043,            0.017361,             0.87857,              0.7579,             0.83782,             0.47835,            0.034251,            0.023191,            0.021855,            0.001783,            0.001783,            0.001783
                  85,            0.028424,             0.01993,            0.017242,             0.87735,             0.76224,             0.83809,             0.48338,            0.034099,            0.023494,            0.021109,            0.001684,            0.001684,            0.001684
                  86,             0.02861,            0.019672,            0.017245,              0.8871,             0.76499,             0.83707,             0.48867,            0.033847,            0.023393,            0.021048,            0.001585,            0.001585,            0.001585
                  87,            0.028716,            0.020143,            0.017225,             0.84853,              0.7743,              0.8384,             0.48246,            0.033794,            0.023254,            0.021397,            0.001486,            0.001486,            0.001486
                  88,            0.028956,                0.02,            0.017361,             0.85546,             0.75819,             0.83717,             0.47777,            0.034214,             0.02355,            0.021178,            0.001387,            0.001387,            0.001387
                  89,            0.028238,            0.019133,            0.017187,             0.88607,             0.74663,             0.83779,             0.47928,            0.034326,            0.023801,             0.02157,            0.001288,            0.001288,            0.001288
                  90,            0.028143,            0.020001,            0.017219,             0.87527,             0.75705,             0.83925,             0.47936,            0.033984,            0.023289,            0.021071,            0.001189,            0.001189,            0.001189
                  91,             0.02865,             0.02012,            0.017147,             0.84085,             0.76957,             0.83643,             0.47938,            0.034495,            0.023455,             0.02122,             0.00109,             0.00109,             0.00109
                  92,            0.028365,            0.019912,            0.017233,              0.8579,             0.75196,             0.83587,             0.47807,            0.033987,            0.023295,            0.021311,            0.000991,            0.000991,            0.000991
                  93,            0.028406,            0.020463,            0.017316,             0.87885,             0.76575,              0.8391,             0.48182,             0.03399,            0.023249,            0.021353,            0.000892,            0.000892,            0.000892
                  94,            0.027934,            0.019365,            0.017063,             0.84352,              0.7882,             0.84217,             0.48601,            0.033786,            0.023152,            0.021472,            0.000793,            0.000793,            0.000793
                  95,            0.028242,            0.019425,            0.017195,             0.84975,             0.77374,             0.84204,             0.48245,            0.034229,             0.02332,            0.021427,            0.000694,            0.000694,            0.000694
                  96,            0.028237,            0.019445,            0.017315,             0.85535,             0.77374,             0.84011,             0.48396,            0.034195,            0.023303,             0.02142,            0.000595,            0.000595,            0.000595
                  97,            0.027657,            0.019286,            0.017135,             0.86763,             0.76754,             0.83778,             0.48343,            0.034221,            0.023324,             0.02125,            0.000496,            0.000496,            0.000496
                  98,            0.027622,            0.019959,            0.017125,             0.87453,             0.76209,             0.83958,             0.48805,            0.034214,            0.023283,            0.021128,            0.000397,            0.000397,            0.000397
                  99,            0.027741,            0.019615,            0.017203,             0.85397,             0.79126,             0.84251,             0.49134,            0.033938,            0.023291,            0.021145,            0.000298,            0.000298,            0.000298
