Timestamp,Filename,Violation Type,Confidence
20250523_203226,20250523_203226_20250523_203224_no-helm_conf0.50.jpg,no-helm,0.5009878277778625
20250523_204225,20250523_204225_20250523_204223_no-helm_conf0.58.jpg,no-helm,0.5757641792297363
20250523_204227,20250523_204227_20250523_204225_no-helm_conf0.52.jpg,no-helm,0.522348165512085
20250523_204229,20250523_204229_20250523_204227_no-helm_conf0.63.jpg,no-helm,0.6303635239601135
20250523_204232,20250523_204232_20250523_204229_no-helm_conf0.72.jpg,no-helm,0.7226216793060303
20250523_204234,20250523_204234_20250523_204232_no-helm_conf0.62.jpg,no-helm,0.622796893119812
20250523_210533,20250523_210533_20250523_210531_no-helm_conf0.51.jpg,no-helm,0.5123445987701416
20250523_210535,20250523_210535_20250523_210533_no-helm_conf0.92.jpg,no-helm,0.9209918975830078
20250523_210537,20250523_210537_20250523_210535_no-helm_conf0.55.jpg,no-helm,0.5534991025924683
20250523_210542,20250523_210542_20250523_210540_no-helm_conf0.69.jpg,no-helm,0.6892929673194885
20250523_210544,20250523_210544_20250523_210542_no-helm_conf0.90.jpg,no-helm,0.9016688466072083
20250523_210546,20250523_210546_20250523_210544_no-helm_conf0.87.jpg,no-helm,0.8656028509140015
20250523_210548,20250523_210548_20250523_210546_no-helm_conf0.94.jpg,no-helm,0.9400620460510254
20250523_210550,20250523_210550_20250523_210548_no-helm_conf0.91.jpg,no-helm,0.9109800457954407
20250523_210552,20250523_210552_20250523_210550_no-helm_conf0.62.jpg,no-helm,0.6218474507331848
20250523_210554,20250523_210554_20250523_210552_no-helm_conf0.91.jpg,no-helm,0.9080713391304016
20250523_210556,20250523_210556_20250523_210554_no-helm_conf0.74.jpg,no-helm,0.7412906885147095
20250523_210559,20250523_210559_20250523_210556_no-helm_conf0.50.jpg,no-helm,0.5018273591995239
20250523_213204,20250523_213204_20250523_213202_no-helm_conf0.83.jpg,no-helm,0.8302873969078064
20250523_213206,20250523_213206_20250523_213204_no-helm_conf0.93.jpg,no-helm,0.9321838021278381
20250523_213208,20250523_213208_20250523_213206_no-helm_conf0.93.jpg,no-helm,0.927169680595398
20250523_213211,20250523_213211_20250523_213209_no-helm_conf0.93.jpg,no-helm,0.93057781457901
20250523_213213,20250523_213213_20250523_213211_no-vest_conf0.88.jpg,no-vest,0.8765671253204346
20250523_213215,20250523_213215_20250523_213213_no-helm_conf0.88.jpg,no-helm,0.8818737864494324
20250523_213217,20250523_213217_20250523_213215_no-helm_conf0.84.jpg,no-helm,0.8366255164146423
20250523_213219,20250523_213219_20250523_213217_no-helm_conf0.95.jpg,no-helm,0.9456011056900024
20250523_213221,20250523_213221_20250523_213219_no-helm_conf0.95.jpg,no-helm,0.9470446705818176
20250523_213223,20250523_213223_20250523_213221_no-helm_conf0.92.jpg,no-helm,0.9210326671600342
20250523_213226,20250523_213226_20250523_213223_no-helm_conf0.91.jpg,no-helm,0.9143573641777039
20250523_213228,20250523_213228_20250523_213226_no-helm_conf0.91.jpg,no-helm,0.9120231866836548
20250523_213230,20250523_213230_20250523_213228_no-helm_conf0.90.jpg,no-helm,0.9008051753044128
20250523_213232,20250523_213232_20250523_213230_no-helm_conf0.93.jpg,no-helm,0.926249623298645
20250523_213234,20250523_213234_20250523_213232_no-helm_conf0.92.jpg,no-helm,0.9155135750770569
20250523_213236,20250523_213236_20250523_213234_no-helm_conf0.86.jpg,no-helm,0.8600567579269409
20250523_213238,20250523_213238_20250523_213236_no-helm_conf0.91.jpg,no-helm,0.9145405292510986
20250523_213241,20250523_213241_20250523_213238_no-helm_conf0.93.jpg,no-helm,0.9280944466590881
20250523_213243,20250523_213243_20250523_213241_no-helm_conf0.84.jpg,no-helm,0.8370763063430786
20250523_213245,20250523_213245_20250523_213243_no-helm_conf0.55.jpg,no-helm,0.5534951686859131
20250523_213247,20250523_213247_20250523_213245_no-helm_conf0.86.jpg,no-helm,0.8556690812110901
20250523_213249,20250523_213249_20250523_213247_no-helm_conf0.93.jpg,no-helm,0.9328588843345642
20250523_213251,20250523_213251_20250523_213249_no-helm_conf0.94.jpg,no-helm,0.937094509601593
20250523_213253,20250523_213253_20250523_213251_no-helm_conf0.87.jpg,no-helm,0.8679770827293396
20250523_213257,20250523_213257_20250523_213255_no-helm_conf0.60.jpg,no-helm,0.6015059947967529
20250523_213259,20250523_213259_20250523_213257_no-helm_conf0.90.jpg,no-helm,0.9038771390914917
20250523_213302,20250523_213302_20250523_213300_no-helm_conf0.92.jpg,no-helm,0.9206151962280273
20250523_213304,20250523_213304_20250523_213302_no-helm_conf0.91.jpg,no-helm,0.9120339155197144
20250523_213306,20250523_213306_20250523_213304_no-vest_conf0.70.jpg,no-vest,0.6998891234397888
