               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  49,            0.034877,            0.023149,           0.0053155,             0.82152,             0.76593,             0.82931,             0.44603,            0.036053,            0.022598,            0.012793,            0.005248,            0.005248,            0.005248
                  50,            0.034538,            0.022765,           0.0050067,             0.84247,             0.73744,              0.8245,             0.45672,            0.035546,            0.022546,             0.01559,            0.005149,            0.005149,            0.005149
                  51,             0.03423,            0.022657,            0.004977,             0.84112,             0.74299,             0.83013,             0.42973,            0.037908,            0.022523,            0.013476,             0.00505,             0.00505,             0.00505
                  52,            0.034288,            0.022905,           0.0049725,              0.8348,             0.75708,             0.84076,             0.46972,            0.034605,            0.022004,            0.012314,            0.004951,            0.004951,            0.004951
                  53,            0.034063,            0.022583,           0.0047178,              0.8515,             0.73455,             0.83131,             0.45484,            0.035704,            0.022992,            0.013251,            0.004852,            0.004852,            0.004852
                  54,            0.033809,            0.022875,           0.0048895,             0.86539,             0.74351,             0.84101,             0.47602,            0.034509,            0.022259,            0.012751,            0.004753,            0.004753,            0.004753
                  55,            0.034032,             0.02228,           0.0046265,              0.8468,             0.76316,             0.83798,             0.46373,            0.035075,            0.022111,            0.013299,            0.004654,            0.004654,            0.004654
                  56,            0.032992,            0.021394,           0.0044318,             0.80306,             0.79982,             0.84061,             0.46809,            0.035354,             0.02236,            0.013384,            0.004555,            0.004555,            0.004555
                  57,            0.033657,            0.021895,           0.0045272,             0.82921,             0.76345,             0.83367,             0.46727,            0.034642,            0.022012,              0.0145,            0.004456,            0.004456,            0.004456
                  58,            0.033214,            0.022215,           0.0043173,             0.87736,              0.7405,             0.83864,             0.46097,            0.036125,            0.022296,            0.012495,            0.004357,            0.004357,            0.004357
                  59,            0.033072,            0.021616,           0.0041769,             0.83048,             0.76529,             0.83741,             0.47143,            0.035106,            0.022649,            0.013218,            0.004258,            0.004258,            0.004258
                  60,            0.032586,            0.022063,           0.0042993,             0.85273,             0.77817,             0.83986,              0.4732,            0.034722,            0.022233,            0.013153,            0.004159,            0.004159,            0.004159
                  61,            0.032482,            0.021765,           0.0042567,             0.85544,             0.76826,             0.83913,              0.4749,            0.034905,            0.022463,            0.013012,             0.00406,             0.00406,             0.00406
                  62,            0.032287,            0.022152,           0.0042696,             0.87817,             0.75668,             0.84344,             0.46603,            0.036264,            0.022854,            0.012953,            0.003961,            0.003961,            0.003961
                  63,            0.032805,            0.021591,           0.0044643,             0.87681,             0.75363,              0.8446,             0.47501,            0.034966,            0.022145,            0.012597,            0.003862,            0.003862,            0.003862
                  64,            0.032096,            0.022038,           0.0041252,             0.85566,             0.74702,             0.83357,             0.47646,            0.034629,            0.022771,            0.012849,            0.003763,            0.003763,            0.003763
                  65,            0.032143,            0.021797,           0.0041743,             0.84025,             0.76437,             0.84557,             0.47752,            0.035206,            0.022553,            0.012634,            0.003664,            0.003664,            0.003664
                  66,            0.031706,            0.021727,           0.0042396,             0.86314,             0.76296,             0.83949,             0.46087,            0.035931,            0.022795,            0.013059,            0.003565,            0.003565,            0.003565
                  67,            0.031969,            0.021688,           0.0042205,             0.87527,             0.76269,             0.84461,             0.47173,            0.034848,            0.022487,            0.013952,            0.003466,            0.003466,            0.003466
                  68,            0.031994,            0.021141,           0.0039838,             0.87174,             0.74686,             0.84223,             0.46226,            0.035681,            0.022579,            0.013505,            0.003367,            0.003367,            0.003367
                  69,             0.03114,            0.021219,           0.0040915,             0.86287,             0.76041,             0.84851,             0.48508,            0.034506,             0.02276,            0.012045,            0.003268,            0.003268,            0.003268
                  70,            0.031218,            0.021435,           0.0042406,             0.84615,             0.78685,             0.84879,             0.48003,            0.035017,            0.022098,            0.012916,            0.003169,            0.003169,            0.003169
                  71,            0.031471,            0.021817,           0.0040392,             0.85598,             0.77164,             0.84972,             0.48605,            0.034895,            0.022157,            0.012922,             0.00307,             0.00307,             0.00307
                  72,            0.030487,            0.021449,           0.0038033,              0.8635,              0.7676,             0.84763,             0.48474,            0.034071,            0.022179,            0.013315,            0.002971,            0.002971,            0.002971
                  73,            0.031158,            0.021003,           0.0037938,             0.87074,             0.76537,             0.84873,             0.48338,            0.034434,             0.02234,            0.012806,            0.002872,            0.002872,            0.002872
                  74,            0.031291,            0.021385,           0.0040924,             0.87023,              0.7534,             0.85005,             0.49061,            0.034428,            0.022531,             0.01232,            0.002773,            0.002773,            0.002773
                  75,            0.030125,            0.020274,           0.0036933,             0.84572,             0.76714,             0.84195,              0.4746,            0.035138,            0.022769,            0.013744,            0.002674,            0.002674,            0.002674
                  76,             0.03075,             0.02093,           0.0037934,             0.83217,             0.77164,             0.83456,             0.46599,            0.035242,            0.022944,            0.014436,            0.002575,            0.002575,            0.002575
                  77,            0.030463,            0.020777,           0.0036587,             0.86367,             0.75724,             0.84297,             0.47128,            0.035637,            0.022675,            0.013114,            0.002476,            0.002476,            0.002476
                  78,             0.03033,            0.020718,           0.0037328,             0.87863,             0.74629,             0.84825,              0.4869,            0.034297,            0.022333,            0.013362,            0.002377,            0.002377,            0.002377
                  79,                0.03,            0.020798,           0.0036437,              0.8696,              0.7805,             0.84621,             0.48682,            0.034777,            0.022655,            0.012528,            0.002278,            0.002278,            0.002278
                  80,            0.029729,            0.020468,           0.0034547,             0.83242,             0.78837,             0.84414,              0.4831,            0.034381,            0.022621,             0.01391,            0.002179,            0.002179,            0.002179
                  81,             0.02996,            0.020907,           0.0035248,             0.86009,             0.79003,             0.85066,             0.49099,            0.033998,            0.022559,            0.012406,             0.00208,             0.00208,             0.00208
                  82,            0.030069,            0.021052,           0.0036156,             0.87305,             0.77685,             0.85299,             0.49544,            0.033733,            0.022442,            0.012814,            0.001981,            0.001981,            0.001981
                  83,            0.029961,            0.020484,           0.0036452,             0.85966,             0.78523,             0.85229,             0.48851,            0.034563,            0.022305,            0.013003,            0.001882,            0.001882,            0.001882
